"orf_name_a" "gene_name_a" "orf_name_b" "gene_name_b" "n_publications" "n_methods" "n_evidence" "Zone" "GI_PCC" "CS_PCC" "GE_PCC"
"3021" "YGL011C" "SCL1" "YPR103W" "PRE2" 7 3 7 "A" 0.25492 NA 0.7551
"3022" "YGL012W" "ERG4" "YHL007C" "STE20" 2 3 3 "D" NA 0.0375345472769293 0.2054
"3023" "YGL013C" "PDR1" "YGR285C" "ZUO1" 2 1 2 "B" 0.03027 NA -0.1146
"3024" "YGL013C" "PDR1" "YOL051W" "GAL11" 2 5 5 "B" -0.01625 NA 0.2409
"3025" "YGL017W" "ATE1" "YLR234W" "TOP3" 1 2 2 "C" 0.027 NA 0.2927
"3026" "YGL018C" "JAC1" "YPL135W" "ISU1" 5 4 6 "D" NA NA 0.1285
"3027" "YGL019W" "CKB1" "YGR090W" "UTP22" 2 2 2 "A" NA NA 0.2186
"3028" "YGL019W" "CKB1" "YIL035C" "CKA1" 10 7 12 "A" 0.13022 0.218211016448398 0.1598
"3029" "YGL019W" "CKB1" "YLR223C" "IFH1" 2 1 2 "B" NA NA 0.1018
"3030" "YGL019W" "CKB1" "YOR039W" "CKB2" 4 2 4 "A" 0.5519 0.780407787139732 0.3979
"3031" "YGL019W" "CKB1" "YOR061W" "CKA2" 10 7 11 "A" 0.26065 0.254751266084575 0.5118
"3032" "YGL019W" "CKB1" "YOR287C" "RRP36" 2 2 2 "C" NA NA -0.0015
"3033" "YGL022W" "STT3" "YLR378C" "SEC61" 1 2 2 "B" 0.08275 NA 0.6369
"3034" "YGL022W" "STT3" "YML019W" "OST6" 3 3 4 "A" 0.21217 NA 0.2333
"3035" "YGL022W" "STT3" "YOR085W" "OST3" 5 4 5 "A" 0.35568 NA 0.5059
"3036" "YGL025C" "PGD1" "YJR090C" "GRR1" 1 2 2 "B" NA NA 0.4156
"3037" "YGL025C" "PGD1" "YKR083C" "DAD2" 2 1 2 "B" NA NA 0.1272
"3038" "YGL025C" "PGD1" "YOL051W" "GAL11" 6 3 6 "A" NA NA 0.4672
"3039" "YGL025C" "PGD1" "YPL042C" "SSN3" 1 3 3 "A" NA NA 0.334
"3040" "YGL029W" "CGR1" "YKL172W" "EBP2" 1 2 2 "C" NA NA 0.7989
"3041" "YGL029W" "CGR1" "YPL043W" "NOP4" 2 3 3 "D" NA NA 0.8227
"3042" "YGL030W" "RPL30" "YPR152C" "URN1" 2 2 2 "C" NA NA -0.0628
"3043" "YGL031C" "RPL24A" "YPL146C" "NOP53" 2 2 2 "C" -0.02917 NA 0.2392
"3044" "YGL033W" "HOP2" "YGL183C" "MND1" 5 4 5 "D" 0.00245 NA 0.4374
"3045" "YGL035C" "MIG1" "YGL253W" "HXK2" 4 3 6 "D" 0.05579 -0.0168249223844647 0.009
"3046" "YGL035C" "MIG1" "YPR075C" "OPY2" 1 2 2 "C" 0.01291 0.148091082923812 0.1954
"3047" "YGL043W" "DST1" "YLR055C" "SPT8" 2 3 3 "B" 0.13428 0.222849462385032 0.2002
"3048" "YGL044C" "RNA15" "YMR061W" "RNA14" 15 6 17 "A" 0.25486 NA 0.3794
"3049" "YGL044C" "RNA15" "YOL123W" "HRP1" 2 2 2 "A" -0.01059 NA 0.4206
"3050" "YGL045W" "RIM8" "YKL117W" "SBA1" 1 2 2 "C" -0.0296 0.129665282101941 -0.0215
"3051" "YGL045W" "RIM8" "YNL294C" "RIM21" 2 1 2 "A" 0.42827 0.896407745160042 0.4388
"3052" "YGL047W" "ALG13" "YGL047W" "ALG13" 2 4 4 "D" NA NA NA
"3053" "YGL048C" "RPT6" "YIL007C" "NAS2" 3 3 4 "C" 0.12426 NA 0.3253
"3054" "YGL048C" "RPT6" "YIL075C" "RPN2" 4 3 4 "A" NA NA 0.5506
"3055" "YGL048C" "RPT6" "YOR117W" "RPT5" 3 2 3 "A" NA NA 0.673
"3056" "YGL048C" "RPT6" "YOR259C" "RPT4" 4 3 4 "A" 0.48011 NA 0.7333
"3057" "YGL049C" "TIF4632" "YOR204W" "DED1" 2 2 2 "B" -0.00624 NA 0.1661
"3058" "YGL054C" "ERV14" "YIL121W" "QDR2" 1 2 2 "D" 0.03703 -0.0323634084554355 0.1644
"3059" "YGL054C" "ERV14" "YLR138W" "NHA1" 1 2 2 "D" 0.05464 -0.000433798452474114 -0.0809
"3060" "YGL055W" "OLE1" "YGL055W" "OLE1" 3 2 4 "D" NA NA NA
"3061" "YGL058W" "RAD6" "YGR184C" "UBR1" 12 5 13 "C" 0.0672 NA 0.0464
"3062" "YGL060W" "YBP2" "YMR032W" "HOF1" 1 2 2 "D" NA NA 0.0972
"3063" "YGL060W" "YBP2" "YOL133W" "HRT1" 2 2 2 "C" NA NA 0.1673
"3064" "YGL061C" "DUO1" "YGR113W" "DAM1" 8 4 9 "A" 0.22991 NA NA
"3065" "YGL061C" "DUO1" "YIR010W" "DSN1" 3 2 3 "B" 0.06564 NA NA
"3066" "YGL061C" "DUO1" "YKL117W" "SBA1" 1 2 2 "C" -0.0166 NA NA
"3067" "YGL061C" "DUO1" "YKL138C-A" "HSK3" 2 2 2 "A" NA NA NA
"3068" "YGL061C" "DUO1" "YKR037C" "SPC34" 9 4 9 "A" NA NA NA
"3069" "YGL061C" "DUO1" "YKR083C" "DAD2" 3 2 3 "A" 0.11575 NA NA
"3070" "YGL062W" "PYC1" "YKL117W" "SBA1" 1 2 2 "D" 0.00342 -0.0214533978242683 0.2684
"3071" "YGL066W" "SGF73" "YPL047W" "SGF11" 7 6 10 "A" 0.29243 0.367080414745727 0.3177
"3072" "YGL070C" "RPB9" "YOR151C" "RPB2" 4 3 4 "A" NA NA 0.3427
"3073" "YGL071W" "AFT1" "YGL071W" "AFT1" 2 3 3 "D" NA NA NA
"3074" "YGL075C" "MPS2" "YGL075C" "MPS2" 2 3 3 "A" NA NA NA
"3075" "YGL075C" "MPS2" "YJR112W" "NNF1" 2 1 2 "B" NA NA NA
"3076" "YGL075C" "MPS2" "YLR457C" "NBP1" 1 2 2 "A" NA NA NA
"3077" "YGL075C" "MPS2" "YMR117C" "SPC24" 6 5 9 "B" NA NA NA
"3078" "YGL075C" "MPS2" "YNL107W" "YAF9" 3 1 3 "B" NA NA NA
"3079" "YGL075C" "MPS2" "YPL255W" "BBP1" 6 4 9 "A" NA NA NA
"3080" "YGL079W" "KXD1" "YLR408C" "BLS1" 2 2 2 "C" 0.12782 0.31722501104766 NA
"3081" "YGL080W" "MPC1" "YGR243W" "MPC3" 4 6 6 "D" 0.03074 0.0657210400212729 0.4082
"3082" "YGL080W" "MPC1" "YHR162W" "MPC2" 5 6 8 "D" 0.02883 0.659155895323028 0.084
"3083" "YGL084C" "GUP1" "YNL142W" "MEP2" 1 2 2 "D" -0.02123 NA 0.1142
"3084" "YGL086W" "MAD1" "YJL030W" "MAD2" 4 6 7 "A" 0.69133 0.566157844870865 0.2951
"3085" "YGL090W" "LIF1" "YLR265C" "NEJ1" 10 3 13 "A" 0.02611 0.159593174880543 NA
"3086" "YGL090W" "LIF1" "YLR424W" "SPP382" 2 3 3 "B" -0.07404 NA NA
"3087" "YGL090W" "LIF1" "YOR005C" "DNL4" 12 4 15 "A" 0.12797 -0.119813084803572 NA
"3088" "YGL092W" "NUP145" "YGL092W" "NUP145" 4 3 5 "A" NA NA NA
"3089" "YGL092W" "NUP145" "YGL172W" "NUP49" 3 2 3 "A" NA NA 0.3723
"3090" "YGL092W" "NUP145" "YJL039C" "NUP192" 3 3 3 "A" 0.2949 NA 0.7095
"3091" "YGL092W" "NUP145" "YJR042W" "NUP85" 12 7 12 "A" 0.34012 NA 0.6565
"3092" "YGL092W" "NUP145" "YKL057C" "NUP120" 11 12 17 "A" -0.06935 NA 0.6101
"3093" "YGL092W" "NUP145" "YLR208W" "SEC13" 14 8 19 "A" -0.02774 NA 0.2966
"3094" "YGL092W" "NUP145" "YMR308C" "PSE1" 2 2 2 "B" 0.08099 NA 0.7252
"3095" "YGL093W" "SPC105" "YIR010W" "DSN1" 12 4 12 "C" 0.43379 NA 0.3403
"3096" "YGL093W" "SPC105" "YJR112W" "NNF1" 2 1 2 "C" 0.25554 NA 0.1303
"3097" "YGL093W" "SPC105" "YOL069W" "NUF2" 2 2 2 "C" 0.2219 NA 0.4359
"3098" "YGL093W" "SPC105" "YOR195W" "SLK19" 2 1 2 "D" 0.19174 NA 0.46
"3099" "YGL094C" "PAN2" "YKL025C" "PAN3" 5 7 10 "D" 0.31904 0.82079155539546 0.4549
"3100" "YGL095C" "VPS45" "YOL018C" "TLG2" 5 5 7 "A" 0.43031 NA 0.6395
"3101" "YGL095C" "VPS45" "YOR299W" "BUD7" 2 2 2 "B" -0.01512 NA 0.3835
"3102" "YGL096W" "TOS8" "YJR022W" "LSM8" 2 1 2 "C" -0.00503 NA NA
"3103" "YGL098W" "USE1" "YGL145W" "TIP20" 3 2 3 "A" 0.14312 NA 0.372
"3104" "YGL098W" "USE1" "YLR440C" "SEC39" 4 3 5 "A" 0.04031 NA 0.1056
"3105" "YGL098W" "USE1" "YNL258C" "DSL1" 4 3 5 "A" NA NA 0.291
"3106" "YGL099W" "LSG1" "YGL135W" "RPL1B" 3 2 3 "B" 0.00883 NA 0.3319
"3107" "YGL099W" "LSG1" "YHR170W" "NMD3" 14 4 15 "A" 0.16562 NA 0.8424
"3108" "YGL099W" "LSG1" "YLR075W" "RPL10" 5 2 5 "B" 0.17552 NA 0.1165
"3109" "YGL099W" "LSG1" "YLR387C" "REH1" 3 3 3 "C" 0.06438 NA 0.164
"3110" "YGL099W" "LSG1" "YPR016C" "TIF6" 8 3 8 "B" 0.08891 NA 0.4897
"3111" "YGL100W" "SEH1" "YJR042W" "NUP85" 14 7 17 "A" NA NA 0.5114
"3112" "YGL100W" "SEH1" "YJR138W" "IML1" 3 3 5 "C" -0.07536 NA 0.3094
"3113" "YGL100W" "SEH1" "YKL057C" "NUP120" 10 9 14 "A" -0.01889 NA 0.3667
"3114" "YGL101W" "" "YGL101W" "" 2 2 2 "D" NA NA NA
"3115" "YGL105W" "ARC1" "YGL245W" "GUS1" 8 6 11 "A" 0.21221 NA 0.822
"3116" "YGL105W" "ARC1" "YGR264C" "MES1" 9 6 11 "A" 0.09123 NA 0.5055
"3117" "YGL106W" "MLC1" "YKR048C" "NAP1" 2 2 2 "B" NA NA 0.5952
"3118" "YGL106W" "MLC1" "YOR326W" "MYO2" 9 5 10 "A" NA NA 0.3153
"3119" "YGL106W" "MLC1" "YPL242C" "IQG1" 7 7 9 "C" NA NA 0.0847
"3120" "YGL111W" "NSA1" "YLL034C" "RIX7" 1 2 2 "A" NA NA 0.8068
"3121" "YGL112C" "TAF6" "YGR274C" "TAF1" 16 5 17 "A" 0.16018 NA 0.2228
"3122" "YGL112C" "TAF6" "YML114C" "TAF8" 4 3 4 "A" 0.25107 NA 0.2807
"3123" "YGL112C" "TAF6" "YMR005W" "TAF4" 4 4 4 "A" 0.30239 NA 0.3492
"3124" "YGL112C" "TAF6" "YMR227C" "TAF7" 3 3 3 "A" 0.09699 NA 0.3539
"3125" "YGL113W" "SLD3" "YJL090C" "DPB11" 9 5 12 "C" 0.23299 NA 0.4531
"3126" "YGL113W" "SLD3" "YLR103C" "CDC45" 11 4 15 "C" 0.46133 NA 0.3151
"3127" "YGL113W" "SLD3" "YOR060C" "SLD7" 2 4 5 "D" NA NA 0.3883
"3128" "YGL115W" "SNF4" "YGL115W" "SNF4" 2 5 5 "A" NA NA NA
"3129" "YGL115W" "SNF4" "YGL208W" "SIP2" 3 5 6 "A" -0.02268 -0.236097360555273 0.086
"3130" "YGL115W" "SNF4" "YPL046C" "ELC1" 1 2 2 "B" -0.01806 0.000255322187954816 NA
"3131" "YGL116W" "CDC20" "YGR188C" "BUB1" 3 2 3 "A" 0.08661 NA 0.1659
"3132" "YGL116W" "CDC20" "YHR166C" "CDC23" 3 2 3 "A" 0.15625 NA 0.3611
"3133" "YGL116W" "CDC20" "YJL013C" "MAD3" 8 6 11 "A" -0.0138 NA 0.3218
"3134" "YGL116W" "CDC20" "YJL030W" "MAD2" 12 5 13 "A" -0.00292 NA 0.197
"3135" "YGL116W" "CDC20" "YKL101W" "HSL1" 4 3 5 "B" 0.25868 NA NA
"3136" "YGL116W" "CDC20" "YMR179W" "SPT21" 2 2 2 "C" 0.10741 NA 0.1276
"3137" "YGL119W" "COQ8" "YGL119W" "COQ8" 1 2 2 "D" NA NA NA
"3138" "YGL120C" "PRP43" "YGR280C" "PXR1" 4 6 7 "C" NA NA 0.7324
"3139" "YGL120C" "PRP43" "YJL076W" "NET1" 1 2 2 "B" NA NA 0.4478
"3140" "YGL120C" "PRP43" "YKL078W" "DHR2" 1 2 2 "C" 0.0608 NA 0.7652
"3141" "YGL120C" "PRP43" "YKL172W" "EBP2" 2 3 3 "B" 0.0012 NA 0.7144
"3142" "YGL120C" "PRP43" "YLR271W" "CMG1" 1 2 2 "C" 0.00737 NA -0.2995
"3143" "YGL120C" "PRP43" "YLR424W" "SPP382" 9 6 13 "A" -0.01079 NA 0.1325
"3144" "YGL120C" "PRP43" "YMR229C" "RRP5" 3 3 3 "B" 0.04292 NA 0.8019
"3145" "YGL120C" "PRP43" "YNL002C" "RLP7" 1 2 2 "B" 0.06449 NA 0.7556
"3146" "YGL120C" "PRP43" "YNL110C" "NOP15" 2 4 4 "B" NA NA 0.6993
"3147" "YGL120C" "PRP43" "YNL224C" "SQS1" 6 6 9 "C" 0.0511 NA 0.0705
"3148" "YGL120C" "PRP43" "YPL043W" "NOP4" 2 4 4 "C" 0.04883 NA 0.7684
"3149" "YGL122C" "NAB2" "YGL122C" "NAB2" 3 4 4 "D" NA NA NA
"3150" "YGL122C" "NAB2" "YKR095W" "MLP1" 6 4 9 "C" 0.05098 NA 0.0984
"3151" "YGL122C" "NAB2" "YMR255W" "GFD1" 5 5 8 "C" 0.06127 NA NA
"3152" "YGL122C" "NAB2" "YNL016W" "PUB1" 2 2 3 "D" -0.02345 NA 0.0903
"3153" "YGL122C" "NAB2" "YPL169C" "MEX67" 4 3 5 "C" 0.03519 NA 0.5105
"3154" "YGL124C" "MON1" "YGL124C" "MON1" 2 1 2 "A" NA NA NA
"3155" "YGL127C" "SOH1" "YOL135C" "MED7" 4 3 5 "A" 0.391 NA 0.3001
"3156" "YGL127C" "SOH1" "YPR168W" "NUT2" 3 2 3 "A" 0.18779 NA 0.061
"3157" "YGL128C" "CWC23" "YLR424W" "SPP382" 7 3 9 "A" NA NA 0.3246
"3158" "YGL130W" "CEG1" "YPL228W" "CET1" 11 8 13 "D" 0.3461 NA 0.3853
"3159" "YGL134W" "PCL10" "YLR258W" "GSY2" 3 3 3 "C" 0.03251 NA 0.15
"3160" "YGL134W" "PCL10" "YPL031C" "PHO85" 4 5 6 "B" 0.01238 NA 0.1927
"3161" "YGL137W" "SEC27" "YIL076W" "SEC28" 4 2 4 "A" 0.40274 NA NA
"3162" "YGL137W" "SEC27" "YLR440C" "SEC39" 1 2 2 "B" 0.09047 NA 0.2261
"3163" "YGL137W" "SEC27" "YNL287W" "SEC21" 2 2 2 "A" 0.00085 NA 0.722
"3164" "YGL145W" "TIP20" "YNL258C" "DSL1" 7 7 12 "A" NA NA 0.4904
"3165" "YGL145W" "TIP20" "YOR075W" "UFE1" 4 4 4 "A" 0.13412 NA 0.571
"3166" "YGL150C" "INO80" "YJL081C" "ARP4" 18 4 19 "A" NA NA 0.3871
"3167" "YGL150C" "INO80" "YPL129W" "TAF14" 14 3 15 "A" 0.07297 NA 0.2932
"3168" "YGL151W" "NUT1" "YNL236W" "SIN4" 3 3 3 "A" 0.28033 0.330094721134843 0.5559
"3169" "YGL151W" "NUT1" "YPR070W" "MED1" 2 2 2 "A" 0.43679 0.244725081509596 0.4792
"3170" "YGL153W" "PEX14" "YGL153W" "PEX14" 6 3 6 "A" NA NA NA
"3171" "YGL153W" "PEX14" "YJL210W" "PEX2" 6 4 6 "B" 0.37917 0.158904436903231 0.2854
"3172" "YGL153W" "PEX14" "YLR191W" "PEX13" 20 10 25 "A" 0.36158 0.655712902699315 0.4422
"3173" "YGL153W" "PEX14" "YNL214W" "PEX17" 7 4 9 "A" 0.10121 0.704282818367078 NA
"3174" "YGL153W" "PEX14" "YOL044W" "PEX15" 4 3 4 "C" 0.25382 0.545239987610534 NA
"3175" "YGL153W" "PEX14" "YOL147C" "PEX11" 3 2 3 "C" 0.04635 -0.124756870789075 0.2619
"3176" "YGL155W" "CDC43" "YKL019W" "RAM2" 4 3 4 "D" 0.08141 NA 0.3898
"3177" "YGL156W" "AMS1" "YOL082W" "ATG19" 4 3 5 "D" 0.0607 -0.2778770234142 0.6274
"3178" "YGL156W" "AMS1" "YOL083W" "ATG34" 2 2 2 "D" 0.06142 0.105181872935335 0.7482
"3179" "YGL161C" "YIP5" "YGL198W" "YIP4" 2 2 2 "D" 0.066 0.599665467114707 NA
"3180" "YGL161C" "YIP5" "YGL212W" "VAM7" 2 2 2 "D" 0.03612 0.154255226546419 NA
"3181" "YGL161C" "YIP5" "YHR105W" "YPT35" 2 2 2 "D" 0.01084 -0.14784430864374 NA
"3182" "YGL161C" "YIP5" "YKR014C" "YPT52" 2 1 2 "C" 0.0148 -0.124146176315618 NA
"3183" "YGL162W" "SUT1" "YHL007C" "STE20" 1 2 2 "D" NA -0.222344870003476 0.3549
"3184" "YGL164C" "YRB30" "YLR293C" "GSP1" 1 2 2 "C" 0.03064 NA 0.0023
"3185" "YGL171W" "ROK1" "YGR090W" "UTP22" 2 3 3 "A" NA NA 0.6063
"3186" "YGL171W" "ROK1" "YHR073W" "OSH3" 1 2 2 "C" 0.01578 NA 0.1049
"3187" "YGL171W" "ROK1" "YMR229C" "RRP5" 3 3 4 "B" 0.2985 NA 0.792
"3188" "YGL172W" "NUP49" "YGL172W" "NUP49" 2 3 3 "A" NA NA NA
"3189" "YGL172W" "NUP49" "YGR119C" "NUP57" 9 5 10 "A" NA NA 0.6293
"3190" "YGL172W" "NUP49" "YGR218W" "CRM1" 3 2 3 "B" NA NA 0.4243
"3191" "YGL172W" "NUP49" "YJL041W" "NSP1" 9 4 10 "A" NA NA 0.5182
"3192" "YGL172W" "NUP49" "YJR042W" "NUP85" 3 2 3 "A" NA NA 0.5296
"3193" "YGL173C" "XRN1" "YJR022W" "LSM8" 2 1 2 "B" 0.02123 NA NA
"3194" "YGL173C" "XRN1" "YKL188C" "PXA2" 2 2 2 "C" 0.01682 NA 0.1428
"3195" "YGL173C" "XRN1" "YMR116C" "ASC1" 2 2 2 "B" 0.16865 NA 0.019
"3196" "YGL173C" "XRN1" "YNL118C" "DCP2" 2 2 2 "B" 0.14664 NA 0.3059
"3197" "YGL174W" "BUD13" "YIR005W" "IST3" 7 8 14 "A" 0.708 NA 0.3415
"3198" "YGL174W" "BUD13" "YLR016C" "PML1" 2 3 3 "A" 0.3925 NA 0.4604
"3199" "YGL174W" "BUD13" "YMR288W" "HSH155" 2 1 2 "B" NA NA 0.4257
"3200" "YGL175C" "SAE2" "YMR001C" "CDC5" 1 2 2 "D" NA NA 0.2004
"3201" "YGL175C" "SAE2" "YMR224C" "MRE11" 3 2 4 "C" 0.21724 NA 0.3825
"3202" "YGL175C" "SAE2" "YPL262W" "FUM1" 1 2 2 "D" 0.01808 0.112265782760332 -0.008
"3203" "YGL178W" "MPT5" "YLR452C" "SST2" 2 2 3 "D" NA NA 0.1849
"3204" "YGL180W" "ATG1" "YGL180W" "ATG1" 7 4 7 "A" NA NA NA
"3205" "YGL180W" "ATG1" "YLR423C" "ATG17" 11 4 12 "A" 0.05643 NA 0.3575
"3206" "YGL180W" "ATG1" "YNL182C" "IPI3" 2 2 2 "B" 0.0121 NA -0.2023
"3207" "YGL180W" "ATG1" "YNL223W" "ATG4" 1 2 2 "C" 0.06023 NA 0.5762
"3208" "YGL180W" "ATG1" "YNL272C" "SEC2" 3 2 3 "C" -0.0324 NA 0.1653
"3209" "YGL180W" "ATG1" "YOR344C" "TYE7" 2 2 2 "C" -0.02464 0.21899943419385 0.0192
"3210" "YGL180W" "ATG1" "YPL146C" "NOP53" 2 2 2 "C" 0.00913 NA -0.1462
"3211" "YGL180W" "ATG1" "YPR049C" "ATG11" 12 4 12 "B" 0.03521 -0.0338308447309201 0.4096
"3212" "YGL180W" "ATG1" "YPR185W" "ATG13" 23 7 29 "A" 0.27387 -0.124418768821643 0.5618
"3213" "YGL181W" "GTS1" "YGR241C" "YAP1802" 2 1 2 "D" -0.03735 -0.033359966690651 0.4526
"3214" "YGL181W" "GTS1" "YHR016C" "YSC84" 4 3 5 "D" -0.02257 -0.00999521270752338 0.4457
"3215" "YGL181W" "GTS1" "YIR006C" "PAN1" 3 2 3 "C" 0.02198 NA 0.3661
"3216" "YGL181W" "GTS1" "YLL003W" "SFI1" 1 2 2 "D" -0.0328 NA 0.2642
"3217" "YGL181W" "GTS1" "YPR171W" "BSP1" 2 1 2 "C" 0.00666 0.262947724665953 0.3958
"3218" "YGL187C" "COX4" "YPL063W" "TIM50" 2 2 2 "B" 0.07767 NA 0.0149
"3219" "YGL189C" "RPS26A" "YLR435W" "TSR2" 2 3 3 "C" NA NA 0.2722
"3220" "YGL189C" "RPS26A" "YMR080C" "NAM7" 1 2 2 "B" -0.08507 NA -0.0187
"3221" "YGL190C" "CDC55" "YJL076W" "NET1" 2 3 3 "B" NA NA 0.1087
"3222" "YGL190C" "CDC55" "YML109W" "ZDS2" 4 3 5 "A" 0.03351 NA 0.2364
"3223" "YGL190C" "CDC55" "YNL157W" "IGO1" 3 2 4 "C" -0.01947 NA NA
"3224" "YGL192W" "IME4" "YNL196C" "SLZ1" 1 2 2 "D" -0.00348 NA NA
"3225" "YGL195W" "GCN1" "YOR293W" "RPS10A" 1 2 2 "B" 0.05245 NA 0.4765
"3226" "YGL198W" "YIP4" "YGL198W" "YIP4" 1 2 2 "D" NA NA NA
"3227" "YGL198W" "YIP4" "YGL210W" "YPT32" 1 2 2 "D" 0.0302 0.109187461530373 0.0999
"3228" "YGL198W" "YIP4" "YHR105W" "YPT35" 1 2 2 "D" -0.01109 0.06332285745213 NA
"3229" "YGL198W" "YIP4" "YKR014C" "YPT52" 2 2 3 "C" 0.01922 -0.13110904185133 0.0882
"3230" "YGL198W" "YIP4" "YLR262C" "YPT6" 1 2 2 "C" 0.02763 NA 0.1153
"3231" "YGL198W" "YIP4" "YML001W" "YPT7" 1 2 2 "C" 0.03239 0.0954078655788754 0.3579
"3232" "YGL198W" "YIP4" "YNL263C" "YIF1" 1 2 2 "D" NA NA 0.3472
"3233" "YGL198W" "YIP4" "YNL304W" "YPT11" 1 2 2 "D" 0.0275 0.0638627156789158 NA
"3234" "YGL200C" "EMP24" "YHR110W" "ERP5" 2 2 2 "A" -0.03118 -0.0146676335005933 0.4669
"3235" "YGL200C" "EMP24" "YML012W" "ERV25" 3 2 3 "A" 0.28718 0.192182112886256 0.7143
"3236" "YGL200C" "EMP24" "YOR016C" "ERP4" 2 2 2 "C" 0.05825 0.043551283619788 0.5377
"3237" "YGL201C" "MCM6" "YIL150C" "MCM10" 7 4 10 "C" 0.02148 NA 0.2673
"3238" "YGL201C" "MCM6" "YJR046W" "TAH11" 10 5 11 "C" 0.12357 NA 0.2362
"3239" "YGL201C" "MCM6" "YPR019W" "MCM4" 18 6 18 "A" 0.17786 NA 0.7064
"3240" "YGL202W" "ARO8" "YGL202W" "ARO8" 2 2 2 "D" NA NA NA
"3241" "YGL206C" "CHC1" "YGR167W" "CLC1" 9 5 11 "A" NA NA 0.3096
"3242" "YGL207W" "SPT16" "YNL102W" "POL1" 3 2 4 "A" 0.00191 NA 0.462
"3243" "YGL210W" "YPT32" "YJL044C" "GYP6" 1 2 2 "D" -0.04229 -0.0286038801724065 0.0455
"3244" "YGL210W" "YPT32" "YNL044W" "YIP3" 1 2 2 "D" 0.01093 -0.00479401746136536 0.1936
"3245" "YGL210W" "YPT32" "YNL263C" "YIF1" 1 2 2 "D" NA NA 0.2897
"3246" "YGL210W" "YPT32" "YNL272C" "SEC2" 4 3 5 "D" 0.07645 NA 0.372
"3247" "YGL210W" "YPT32" "YOR070C" "GYP1" 2 2 3 "D" 0.00523 -0.0303174110965915 0.3315
"3248" "YGL210W" "YPT32" "YOR326W" "MYO2" 2 2 4 "C" 0.05298 NA 0.2681
"3249" "YGL211W" "NCS6" "YIL008W" "URM1" 1 3 3 "D" 0.49632 NA NA
"3250" "YGL211W" "NCS6" "YNL119W" "NCS2" 1 2 2 "D" 0.27463 NA NA
"3251" "YGL212W" "VAM7" "YLR093C" "NYV1" 19 7 21 "D" 0.00835 0.023664142334985 0.2768
"3252" "YGL212W" "VAM7" "YMR053C" "STB2" 2 1 2 "C" 0.08704 0.0888744387853111 0.1959
"3253" "YGL212W" "VAM7" "YNL263C" "YIF1" 2 2 2 "D" NA NA 0.0985
"3254" "YGL212W" "VAM7" "YOR106W" "VAM3" 26 5 27 "D" 0.32396 0.59019590802237 0.3726
"3255" "YGL212W" "VAM7" "YOR117W" "RPT5" 2 2 2 "C" 0.09385 NA 0.2997
"3256" "YGL212W" "VAM7" "YPL232W" "SSO1" 2 1 2 "C" 0.00219 0.153979919870353 0.3364
"3257" "YGL212W" "VAM7" "YPL246C" "RBD2" 2 2 2 "D" -0.00394 -0.139392694821742 0.2044
"3258" "YGL213C" "SKI8" "YHL022C" "SPO11" 4 1 4 "B" 0.07296 0.0290524366104559 0.0429
"3259" "YGL213C" "SKI8" "YHR157W" "REC104" 2 1 2 "B" -0.01385 0.00715173912014703 NA
"3260" "YGL213C" "SKI8" "YLR398C" "SKI2" 4 7 7 "A" 0.34407 0.709546297451759 0.3839
"3261" "YGL213C" "SKI8" "YPR189W" "SKI3" 5 5 6 "A" 0.36677 0.67325624493045 0.4393
"3262" "YGL215W" "CLG1" "YPL031C" "PHO85" 2 2 3 "B" 0.043 NA 0.1033
"3263" "YGL216W" "KIP3" "YLR045C" "STU2" 1 2 2 "B" 0.28624 NA 0.4464
"3264" "YGL219C" "MDM34" "YOL147C" "PEX11" 2 1 2 "D" -0.01196 NA 0.2735
"3265" "YGL223C" "COG1" "YGR120C" "COG2" 7 7 13 "A" NA NA NA
"3266" "YGL223C" "COG1" "YML071C" "COG8" 4 5 7 "A" NA NA NA
"3267" "YGL223C" "COG1" "YNL041C" "COG6" 2 4 4 "A" NA NA NA
"3268" "YGL223C" "COG1" "YNL051W" "COG5" 2 4 4 "A" NA NA NA
"3269" "YGL223C" "COG1" "YPR105C" "COG4" 4 6 7 "A" NA NA NA
"3270" "YGL225W" "VRG4" "YGL225W" "VRG4" 3 3 4 "D" NA NA NA
"3271" "YGL227W" "VID30" "YKL152C" "GPM1" 2 2 2 "B" NA NA 0.0516
"3272" "YGL233W" "SEC15" "YLR166C" "SEC10" 5 3 6 "A" 0.59432 NA 0.6327
"3273" "YGL233W" "SEC15" "YOR326W" "MYO2" 1 2 2 "B" 0.18956 NA 0.4112
"3274" "YGL238W" "CSE1" "YLR293C" "GSP1" 8 3 9 "C" NA NA 0.4673
"3275" "YGL238W" "CSE1" "YNL189W" "SRP1" 7 4 8 "C" 0.37805 NA 0.6734
"3276" "YGL240W" "DOC1" "YHR166C" "CDC23" 5 4 5 "A" 0.05147 NA 0.2508
"3277" "YGL240W" "DOC1" "YKL022C" "CDC16" 14 7 18 "A" 0.14128 NA 0.2473
"3278" "YGL240W" "DOC1" "YLR102C" "APC9" 3 3 3 "A" 0.07207 NA NA
"3279" "YGL240W" "DOC1" "YLR127C" "APC2" 6 4 6 "A" 0.08875 NA 0.3661
"3280" "YGL240W" "DOC1" "YNL172W" "APC1" 5 6 7 "A" 0.11429 NA NA
"3281" "YGL241W" "KAP114" "YLR293C" "GSP1" 4 2 5 "B" 0.06057 NA 0.1598
